"","new","c","hc_ward_cut"
"4173","A_M1047MF06_2S2RNA 28","306","1"
"4174","A_M1047MF06_2S2RNA 29","306","1"
"4175","A_M1047MF06_2S2RNA 3","111","1"
"4176","A_M1047MF06_2S2RNA 30","306","1"
"4177","A_M1047MF06_2S2RNA 31","308","1"
"4178","A_M1047MF06_2S2RNA 32","308","1"
"4179","A_M1047MF06_2S2RNA 33","308","1"
"4180","A_M1047MF06_2S2RNA 34","311","1"
"4181","A_M1047MF06_2S2RNA 35","311","1"
"4182","A_M1047MF06_2S2RNA 36","311","1"
"4183","A_M1047MF06_2S2RNA 37","311","1"
"4184","A_M1047MF06_2S2RNA 38","311","1"
"4185","A_M1047MF06_2S2RNA 39","311","1"
"4186","A_M1047MF06_2S2RNA 4","103","2"
"4187","A_M1047MF06_2S2RNA 40","311","2"
"4188","A_M1047MF06_2S2RNA 41","311","2"
"4189","A_M1047MF06_2S2RNA 42","311","2"
"4190","A_M1047MF06_2S2RNA 43","311","2"
"4191","A_M1047MF06_2S2RNA 5","102","2"
"4192","A_M1047MF06_2S2RNA 6","105","2"
"4193","A_M1047MF06_2S2RNA 7","105","2"
"4194","A_M1047MF06_2S2RNA 8","104","2"
"4195","A_M1047MF06_2S2RNA 9","106","2"
"4196","A_M1047MF06_3S1RNA 1","102","1"
"4197","A_M1047MF06_3S1RNA 10","202","1"
"4198","A_M1047MF06_3S1RNA 11","203","1"
"4199","A_M1047MF06_3S1RNA 12","203","1"
"4200","A_M1047MF06_3S1RNA 13","203","1"
"4201","A_M1047MF06_3S1RNA 14","203","1"
"4202","A_M1047MF06_3S1RNA 15","205","1"
"4203","A_M1047MF06_3S1RNA 16","205","1"
"4204","A_M1047MF06_3S1RNA 17","205","1"
"4205","A_M1047MF06_3S1RNA 18","206","2"
"4206","A_M1047MF06_3S1RNA 19","301","2"
"4207","A_M1047MF06_3S1RNA 2","102","2"
"4208","A_M1047MF06_3S1RNA 20","304","2"
"4209","A_M1047MF06_3S1RNA 21","304","2"
"4210","A_M1047MF06_3S1RNA 22","304","2"
"4211","A_M1047MF06_3S1RNA 23","304","2"
"4212","A_M1047MF06_3S1RNA 24","306","2"
"4213","A_M1047MF06_3S1RNA 25","306","1"
"4214","A_M1047MF06_3S1RNA 26","306","1"
"4215","A_M1047MF06_3S1RNA 27","308","1"
"4216","A_M1047MF06_3S1RNA 28","308","1"
"4217","A_M1047MF06_3S1RNA 29","311","2"
"4218","A_M1047MF06_3S1RNA 3","103","2"
"4219","A_M1047MF06_3S1RNA 30","311","1"
"4220","A_M1047MF06_3S1RNA 31","311","1"
"4221","A_M1047MF06_3S1RNA 32","311","1"
"4222","A_M1047MF06_3S1RNA 33","311","1"
"4223","A_M1047MF06_3S1RNA 34","311","1"
"4224","A_M1047MF06_3S1RNA 35","311","1"
"4225","A_M1047MF06_3S1RNA 36","311","2"
"4226","A_M1047MF06_3S1RNA 37","311","2"
"4227","A_M1047MF06_3S1RNA 38","311","2"
"4228","A_M1047MF06_3S1RNA 4","103","2"
"4229","A_M1047MF06_3S1RNA 5","104","2"
"4230","A_M1047MF06_3S1RNA 6","104","2"
"4231","A_M1047MF06_3S1RNA 7","106","2"
"4232","A_M1047MF06_3S1RNA 8","106","2"
"4233","A_M1047MF06_3S1RNA 9","106","2"
"4234","A_M1049OM01_1S1RNA 1","102","1"
"4235","A_M1049OM01_1S1RNA 10","202","1"
"4236","A_M1049OM01_1S1RNA 11","203","1"
"4237","A_M1049OM01_1S1RNA 12","203","1"
"4238","A_M1049OM01_1S1RNA 13","203","1"
"4239","A_M1049OM01_1S1RNA 14","203","1"
"4240","A_M1049OM01_1S1RNA 15","205","1"
"4241","A_M1049OM01_1S1RNA 16","205","1"
"4242","A_M1049OM01_1S1RNA 17","205","1"
"4243","A_M1049OM01_1S1RNA 18","205","1"
"4244","A_M1049OM01_1S1RNA 19","206","2"
"4245","A_M1049OM01_1S1RNA 2","102","2"
"4246","A_M1049OM01_1S1RNA 20","302","2"
"4247","A_M1049OM01_1S1RNA 21","304","2"
"4248","A_M1049OM01_1S1RNA 22","304","2"
"4249","A_M1049OM01_1S1RNA 23","304","2"
"4250","A_M1049OM01_1S1RNA 24","304","2"
"4251","A_M1049OM01_1S1RNA 25","305","2"
"4252","A_M1049OM01_1S1RNA 26","306","1"
"4253","A_M1049OM01_1S1RNA 27","306","1"
"4254","A_M1049OM01_1S1RNA 28","306","1"
"4255","A_M1049OM01_1S1RNA 29","307","1"
"4256","A_M1049OM01_1S1RNA 3","103","1"
"4257","A_M1049OM01_1S1RNA 30","308","2"
"4258","A_M1049OM01_1S1RNA 31","308","1"
"4259","A_M1049OM01_1S1RNA 32","308.49","1"
"4260","A_M1049OM01_1S1RNA 33","311","1"
"4261","A_M1049OM01_1S1RNA 34","311","1"
"4262","A_M1049OM01_1S1RNA 35","311","1"
"4263","A_M1049OM01_1S1RNA 36","311","1"
"4264","A_M1049OM01_1S1RNA 37","311","1"
"4265","A_M1049OM01_1S1RNA 38","311","1"
"4266","A_M1049OM01_1S1RNA 39","311","1"
"4267","A_M1049OM01_1S1RNA 4","103","2"
"4268","A_M1049OM01_1S1RNA 40","311","2"
"4269","A_M1049OM01_1S1RNA 41","311","2"
"4270","A_M1049OM01_1S1RNA 42","311","2"
"4271","A_M1049OM01_1S1RNA 5","104","2"
"4272","A_M1049OM01_1S1RNA 6","105","2"
"4273","A_M1049OM01_1S1RNA 7","106","2"
"4274","A_M1049OM01_1S1RNA 8","106","2"
"4275","A_M1049OM01_1S1RNA 9","201","2"
"4276","A_M1049OM01_3S3RNA 1","111","1"
"4277","A_M1049OM01_3S3RNA 10","106","1"
"4278","A_M1049OM01_3S3RNA 11","106","1"
"4279","A_M1049OM01_3S3RNA 12","202","1"
"4280","A_M1049OM01_3S3RNA 13","203","1"
"4281","A_M1049OM01_3S3RNA 14","203","1"
"4282","A_M1049OM01_3S3RNA 15","203","1"
"4283","A_M1049OM01_3S3RNA 16","203","1"
"4284","A_M1049OM01_3S3RNA 17","204","1"
"4285","A_M1049OM01_3S3RNA 18","205","1"
"4286","A_M1049OM01_3S3RNA 19","205","1"
"4287","A_M1049OM01_3S3RNA 2","111","1"
"4288","A_M1049OM01_3S3RNA 20","205","2"
"4289","A_M1049OM01_3S3RNA 21","206","2"
"4290","A_M1049OM01_3S3RNA 22","301","2"
"4291","A_M1049OM01_3S3RNA 23","304","2"
"4292","A_M1049OM01_3S3RNA 24","304","2"
"4293","A_M1049OM01_3S3RNA 25","304","2"
"4294","A_M1049OM01_3S3RNA 26","304","2"
"4295","A_M1049OM01_3S3RNA 27","306","2"
"4296","A_M1049OM01_3S3RNA 28","306","1"
"4297","A_M1049OM01_3S3RNA 29","306","1"
"4298","A_M1049OM01_3S3RNA 3","111","1"
"4299","A_M1049OM01_3S3RNA 30","306","1"
"4300","A_M1049OM01_3S3RNA 31","307","2"
"4301","A_M1049OM01_3S3RNA 32","311","1"
"4302","A_M1049OM01_3S3RNA 33","311","1"
"4303","A_M1049OM01_3S3RNA 34","311","1"
"4304","A_M1049OM01_3S3RNA 35","311","1"
"4305","A_M1049OM01_3S3RNA 36","311","1"
"4306","A_M1049OM01_3S3RNA 37","311","1"
"4307","A_M1049OM01_3S3RNA 38","311","1"
"4308","A_M1049OM01_3S3RNA 39","311","2"
"4309","A_M1049OM01_3S3RNA 4","102","2"
"4310","A_M1049OM01_3S3RNA 40","311","2"
"4311","A_M1049OM01_3S3RNA 41","311","2"
"4312","A_M1049OM01_3S3RNA 5","102","2"
"4313","A_M1049OM01_3S3RNA 6","102","2"
"4314","A_M1049OM01_3S3RNA 7","103","2"
"4315","A_M1049OM01_3S3RNA 8","103","2"
"4316","A_M1049OM01_3S3RNA 9","104","2"
"4317","A_M1050OM01_1S1RNA 1","101","1"
"4318","A_M1050OM01_1S1RNA 10","106","1"
"4319","A_M1050OM01_1S1RNA 11","106","1"
"4320","A_M1050OM01_1S1RNA 12","106","1"
"4321","A_M1050OM01_1S1RNA 13","202","1"
"4322","A_M1050OM01_1S1RNA 14","203","1"
"4323","A_M1050OM01_1S1RNA 15","203","1"
"4324","A_M1050OM01_1S1RNA 16","203","1"
"4325","A_M1050OM01_1S1RNA 17","203","1"
"4326","A_M1050OM01_1S1RNA 18","203","1"
"4327","A_M1050OM01_1S1RNA 19","204","1"
"4328","A_M1050OM01_1S1RNA 2","102","1"
"4329","A_M1050OM01_1S1RNA 20","205","1"
"4330","A_M1050OM01_1S1RNA 21","205","2"
"4331","A_M1050OM01_1S1RNA 22","205","2"
"4332","A_M1050OM01_1S1RNA 23","205","2"
"4333","A_M1050OM01_1S1RNA 24","206","1"
"4334","A_M1050OM01_1S1RNA 25","301","1"
"4335","A_M1050OM01_1S1RNA 26","304","1"
"4336","A_M1050OM01_1S1RNA 27","304","2"
"4337","A_M1050OM01_1S1RNA 28","304","2"
"4338","A_M1050OM01_1S1RNA 29","304","2"
"4339","A_M1050OM01_1S1RNA 3","102","2"
"4340","A_M1050OM01_1S1RNA 30","304","1"
"4341","A_M1050OM01_1S1RNA 31","305","1"
"4342","A_M1050OM01_1S1RNA 32","306","1"
"4343","A_M1050OM01_1S1RNA 33","306","1"
"4344","A_M1050OM01_1S1RNA 34","306","1"
"4345","A_M1050OM01_1S1RNA 35","307","1"
"4346","A_M1050OM01_1S1RNA 36","307","1"
"4347","A_M1050OM01_1S1RNA 37","308","1"
"4348","A_M1050OM01_1S1RNA 38","308","1"
"4349","A_M1050OM01_1S1RNA 39","308","1"
"4350","A_M1050OM01_1S1RNA 4","103","1"
"4351","A_M1050OM01_1S1RNA 40","309","1"
"4352","A_M1050OM01_1S1RNA 41","311","1"
"4353","A_M1050OM01_1S1RNA 42","311","1"
"4354","A_M1050OM01_1S1RNA 43","311","1"
"4355","A_M1050OM01_1S1RNA 44","311","1"
"4356","A_M1050OM01_1S1RNA 45","311","1"
"4357","A_M1050OM01_1S1RNA 46","311","1"
"4358","A_M1050OM01_1S1RNA 47","311","2"
"4359","A_M1050OM01_1S1RNA 48","311","1"
"4360","A_M1050OM01_1S1RNA 49","311","1"
"4361","A_M1050OM01_1S1RNA 5","103","2"
"4362","A_M1050OM01_1S1RNA 50","311","2"
"4363","A_M1050OM01_1S1RNA 6","103","2"
"4364","A_M1050OM01_1S1RNA 7","104","1"
"4365","A_M1050OM01_1S1RNA 8","104","1"
"4366","A_M1050OM01_1S1RNA 9","105","1"
"4367","A_M1050OM01_2S2RNA 1","101","1"
"4368","A_M1050OM01_2S2RNA 10","105","1"
"4369","A_M1050OM01_2S2RNA 11","106","1"
"4370","A_M1050OM01_2S2RNA 12","106","1"
"4371","A_M1050OM01_2S2RNA 13","106","1"
"4372","A_M1050OM01_2S2RNA 14","201","1"
"4373","A_M1050OM01_2S2RNA 15","202","1"
"4374","A_M1050OM01_2S2RNA 16","203","1"
"4375","A_M1050OM01_2S2RNA 17","203","1"
"4376","A_M1050OM01_2S2RNA 18","203","1"
"4377","A_M1050OM01_2S2RNA 19","203","1"
"4378","A_M1050OM01_2S2RNA 2","111","1"
"4379","A_M1050OM01_2S2RNA 20","204","1"
"4380","A_M1050OM01_2S2RNA 21","205","1"
"4381","A_M1050OM01_2S2RNA 22","205","1"
"4382","A_M1050OM01_2S2RNA 23","205","2"
"4383","A_M1050OM01_2S2RNA 24","205","2"
"4384","A_M1050OM01_2S2RNA 25","206","2"
"4385","A_M1050OM01_2S2RNA 26","303","2"
"4386","A_M1050OM01_2S2RNA 27","304","2"
"4387","A_M1050OM01_2S2RNA 28","304","2"
"4388","A_M1050OM01_2S2RNA 29","304","2"
"4389","A_M1050OM01_2S2RNA 3","111","2"
"4390","A_M1050OM01_2S2RNA 30","304","1"
"4391","A_M1050OM01_2S2RNA 31","305","1"
"4392","A_M1050OM01_2S2RNA 32","306","1"
"4393","A_M1050OM01_2S2RNA 33","306","1"
"4394","A_M1050OM01_2S2RNA 34","306","1"
"4395","A_M1050OM01_2S2RNA 35","306","1"
"4396","A_M1050OM01_2S2RNA 36","308","1"
"4397","A_M1050OM01_2S2RNA 37","308","1"
"4398","A_M1050OM01_2S2RNA 38","308","1"
"4399","A_M1050OM01_2S2RNA 39","308","1"
"4400","A_M1050OM01_2S2RNA 4","111","1"
"4401","A_M1050OM01_2S2RNA 40","311","1"
"4402","A_M1050OM01_2S2RNA 41","311","1"
"4403","A_M1050OM01_2S2RNA 42","311","1"
"4404","A_M1050OM01_2S2RNA 43","311","1"
"4405","A_M1050OM01_2S2RNA 44","311","1"
"4406","A_M1050OM01_2S2RNA 45","311","1"
"4407","A_M1050OM01_2S2RNA 46","311","1"
"4408","A_M1050OM01_2S2RNA 47","311","1"
"4409","A_M1050OM01_2S2RNA 48","311","1"
"4410","A_M1050OM01_2S2RNA 49","311","1"
"4411","A_M1050OM01_2S2RNA 5","103","1"
"4412","A_M1050OM01_2S2RNA 6","102","1"
"4413","A_M1050OM01_2S2RNA 7","102","1"
"4414","A_M1050OM01_2S2RNA 8","105","1"
"4415","A_M1050OM01_2S2RNA 9","105","1"
"4416","A_M1050OM01_3S3RNA 1","101","1"
"4417","A_M1050OM01_3S3RNA 10","103","1"
"4418","A_M1050OM01_3S3RNA 11","104","1"
"4419","A_M1050OM01_3S3RNA 12","106","1"
"4420","A_M1050OM01_3S3RNA 13","106","1"
"4421","A_M1050OM01_3S3RNA 14","106","1"
"4422","A_M1050OM01_3S3RNA 15","202","1"
"4423","A_M1050OM01_3S3RNA 16","203","1"
"4424","A_M1050OM01_3S3RNA 17","203","1"
"4425","A_M1050OM01_3S3RNA 18","203","1"
"4426","A_M1050OM01_3S3RNA 19","203","1"
"4427","A_M1050OM01_3S3RNA 2","111","1"
"4428","A_M1050OM01_3S3RNA 20","204","1"
"4429","A_M1050OM01_3S3RNA 21","205","1"
"4430","A_M1050OM01_3S3RNA 22","205","1"
"4431","A_M1050OM01_3S3RNA 23","205","2"
"4432","A_M1050OM01_3S3RNA 24","205","2"
"4433","A_M1050OM01_3S3RNA 25","206","2"
"4434","A_M1050OM01_3S3RNA 26","303","2"
"4435","A_M1050OM01_3S3RNA 27","304","2"
"4436","A_M1050OM01_3S3RNA 28","304","2"
"4437","A_M1050OM01_3S3RNA 29","304","2"
"4438","A_M1050OM01_3S3RNA 3","111","2"
"4439","A_M1050OM01_3S3RNA 30","304","1"
"4440","A_M1050OM01_3S3RNA 31","305","1"
"4441","A_M1050OM01_3S3RNA 32","306","1"
"4442","A_M1050OM01_3S3RNA 33","306","1"
"4443","A_M1050OM01_3S3RNA 34","306","1"
"4444","A_M1050OM01_3S3RNA 35","306","1"
"4445","A_M1050OM01_3S3RNA 36","307","1"
"4446","A_M1050OM01_3S3RNA 37","307","1"
"4447","A_M1050OM01_3S3RNA 38","311","1"
"4448","A_M1050OM01_3S3RNA 39","311","1"
"4449","A_M1050OM01_3S3RNA 4","105","1"
"4450","A_M1050OM01_3S3RNA 40","311","1"
"4451","A_M1050OM01_3S3RNA 41","311","1"
"4452","A_M1050OM01_3S3RNA 42","311","1"
"4453","A_M1050OM01_3S3RNA 43","311","1"
"4454","A_M1050OM01_3S3RNA 44","311","1"
"4455","A_M1050OM01_3S3RNA 45","311","1"
"4456","A_M1050OM01_3S3RNA 46","311","2"
"4457","A_M1050OM01_3S3RNA 47","311","1"
"4458","A_M1050OM01_3S3RNA 5","102","1"
"4459","A_M1050OM01_3S3RNA 6","102","1"
"4460","A_M1050OM01_3S3RNA 7","102","1"
"4461","A_M1050OM01_3S3RNA 8","102","1"
"4462","A_M1050OM01_3S3RNA 9","103","1"
"4463","A_M1051OM02_1S2RNA 1","111","1"
"4464","A_M1051OM02_1S2RNA 10","106","1"
"4465","A_M1051OM02_1S2RNA 11","201","1"
"4466","A_M1051OM02_1S2RNA 12","202","1"
"4467","A_M1051OM02_1S2RNA 13","203","1"
"4468","A_M1051OM02_1S2RNA 14","203","1"
"4469","A_M1051OM02_1S2RNA 15","203","1"
"4470","A_M1051OM02_1S2RNA 16","203","1"
"4471","A_M1051OM02_1S2RNA 17","204","1"
"4472","A_M1051OM02_1S2RNA 18","205","1"
"4473","A_M1051OM02_1S2RNA 19","205","1"
"4474","A_M1051OM02_1S2RNA 2","111","1"
"4475","A_M1051OM02_1S2RNA 20","205","2"
"4476","A_M1051OM02_1S2RNA 21","205","2"
"4477","A_M1051OM02_1S2RNA 22","206","2"
"4478","A_M1051OM02_1S2RNA 23","303","2"
"4479","A_M1051OM02_1S2RNA 24","304","2"
"4480","A_M1051OM02_1S2RNA 25","304","2"
"4481","A_M1051OM02_1S2RNA 26","304","2"
"4482","A_M1051OM02_1S2RNA 27","304","2"
"4483","A_M1051OM02_1S2RNA 28","306","2"
"4484","A_M1051OM02_1S2RNA 29","306","1"
"4485","A_M1051OM02_1S2RNA 3","111","2"
"4486","A_M1051OM02_1S2RNA 30","306","1"
"4487","A_M1051OM02_1S2RNA 31","308","1"
"4488","A_M1051OM02_1S2RNA 32","308","2"
"4489","A_M1051OM02_1S2RNA 33","311","1"
"4490","A_M1051OM02_1S2RNA 34","311","1"
"4491","A_M1051OM02_1S2RNA 35","311","1"
"4492","A_M1051OM02_1S2RNA 36","311","1"
"4493","A_M1051OM02_1S2RNA 37","311","1"
"4494","A_M1051OM02_1S2RNA 38","311","1"
"4495","A_M1051OM02_1S2RNA 39","311","1"
"4496","A_M1051OM02_1S2RNA 4","103","2"
"4497","A_M1051OM02_1S2RNA 40","311","2"
"4498","A_M1051OM02_1S2RNA 41","311","2"
"4499","A_M1051OM02_1S2RNA 42","311","2"
"4500","A_M1051OM02_1S2RNA 5","102","2"
"4501","A_M1051OM02_1S2RNA 6","105","2"
"4502","A_M1051OM02_1S2RNA 7","105","2"
"4503","A_M1051OM02_1S2RNA 8","105","2"
"4504","A_M1051OM02_1S2RNA 9","106","2"
"4505","A_M1051OM02_2S3RNA 1","111","1"
"4506","A_M1051OM02_2S3RNA 10","106","1"
"4507","A_M1051OM02_2S3RNA 11","106","1"
"4508","A_M1051OM02_2S3RNA 12","106","1"
"4509","A_M1051OM02_2S3RNA 13","202","1"
"4510","A_M1051OM02_2S3RNA 14","203","1"
"4511","A_M1051OM02_2S3RNA 15","203","1"
"4512","A_M1051OM02_2S3RNA 16","203","1"
"4513","A_M1051OM02_2S3RNA 17","203","1"
"4514","A_M1051OM02_2S3RNA 18","204","1"
"4515","A_M1051OM02_2S3RNA 19","205","1"
"4516","A_M1051OM02_2S3RNA 2","111","1"
"4517","A_M1051OM02_2S3RNA 20","205","1"
"4518","A_M1051OM02_2S3RNA 21","205","2"
"4519","A_M1051OM02_2S3RNA 22","206","2"
"4520","A_M1051OM02_2S3RNA 23","301","2"
"4521","A_M1051OM02_2S3RNA 24","304","2"
"4522","A_M1051OM02_2S3RNA 25","304","2"
"4523","A_M1051OM02_2S3RNA 26","304","2"
"4524","A_M1051OM02_2S3RNA 27","304","2"
"4525","A_M1051OM02_2S3RNA 28","305","2"
"4526","A_M1051OM02_2S3RNA 29","306","1"
"4527","A_M1051OM02_2S3RNA 3","111","1"
"4528","A_M1051OM02_2S3RNA 30","306","1"
"4529","A_M1051OM02_2S3RNA 31","307","1"
"4530","A_M1051OM02_2S3RNA 32","307","2"
"4531","A_M1051OM02_2S3RNA 33","311","1"
"4532","A_M1051OM02_2S3RNA 34","311","1"
"4533","A_M1051OM02_2S3RNA 35","311","1"
"4534","A_M1051OM02_2S3RNA 36","311","2"
"4535","A_M1051OM02_2S3RNA 37","311","1"
"4536","A_M1051OM02_2S3RNA 38","311","1"
"4537","A_M1051OM02_2S3RNA 39","311","2"
"4538","A_M1051OM02_2S3RNA 4","102","2"
"4539","A_M1051OM02_2S3RNA 40","311","2"
"4540","A_M1051OM02_2S3RNA 41","311","2"
"4541","A_M1051OM02_2S3RNA 42","311","2"
"4542","A_M1051OM02_2S3RNA 5","102","2"
"4543","A_M1051OM02_2S3RNA 6","102","2"
"4544","A_M1051OM02_2S3RNA 7","103","2"
"4545","A_M1051OM02_2S3RNA 8","103","2"
"4546","A_M1051OM02_2S3RNA 9","104","1"
"4547","A_M1051OM02_3S1RNA 1","102","1"
"4548","A_M1051OM02_3S1RNA 10","202","1"
"4549","A_M1051OM02_3S1RNA 11","203","1"
"4550","A_M1051OM02_3S1RNA 12","203","1"
"4551","A_M1051OM02_3S1RNA 13","203","1"
"4552","A_M1051OM02_3S1RNA 14","203","1"
"4553","A_M1051OM02_3S1RNA 15","204","1"
"4554","A_M1051OM02_3S1RNA 16","205","1"
"4555","A_M1051OM02_3S1RNA 17","205","1"
"4556","A_M1051OM02_3S1RNA 18","205","1"
"4557","A_M1051OM02_3S1RNA 19","205","2"
"4558","A_M1051OM02_3S1RNA 2","102","2"
"4559","A_M1051OM02_3S1RNA 20","206","2"
"4560","A_M1051OM02_3S1RNA 21","303","2"
"4561","A_M1051OM02_3S1RNA 22","304","2"
"4562","A_M1051OM02_3S1RNA 23","304","2"
"4563","A_M1051OM02_3S1RNA 24","304","2"
"4564","A_M1051OM02_3S1RNA 25","305","2"
"4565","A_M1051OM02_3S1RNA 26","306","1"
"4566","A_M1051OM02_3S1RNA 27","306","1"
"4567","A_M1051OM02_3S1RNA 28","307","2"
"4568","A_M1051OM02_3S1RNA 29","308","1"
"4569","A_M1051OM02_3S1RNA 3","103","1"
"4570","A_M1051OM02_3S1RNA 30","308","2"
"4571","A_M1051OM02_3S1RNA 31","311","1"
"4572","A_M1051OM02_3S1RNA 32","311","1"
"4573","A_M1051OM02_3S1RNA 33","311","1"
"4574","A_M1051OM02_3S1RNA 34","311","1"
"4575","A_M1051OM02_3S1RNA 35","311","1"
"4576","A_M1051OM02_3S1RNA 36","311","1"
"4577","A_M1051OM02_3S1RNA 37","311","2"
"4578","A_M1051OM02_3S1RNA 38","311","2"
"4579","A_M1051OM02_3S1RNA 39","311","2"
"4580","A_M1051OM02_3S1RNA 4","103","2"
"4581","A_M1051OM02_3S1RNA 40","311","2"
"4582","A_M1051OM02_3S1RNA 5","104","2"
"4583","A_M1051OM02_3S1RNA 6","104","2"
"4584","A_M1051OM02_3S1RNA 7","106","2"
"4585","A_M1051OM02_3S1RNA 8","106","2"
"4586","A_M1051OM02_3S1RNA 9","106","2"
"4587","A_M1052OM02_1S2RNA 1","111","1"
"4588","A_M1052OM02_1S2RNA 10","106","1"
"4589","A_M1052OM02_1S2RNA 11","202","1"
"4590","A_M1052OM02_1S2RNA 12","203","1"
"4591","A_M1052OM02_1S2RNA 13","203","1"
"4592","A_M1052OM02_1S2RNA 14","203","1"
"4593","A_M1052OM02_1S2RNA 15","203","1"
"4594","A_M1052OM02_1S2RNA 16","204","1"
"4595","A_M1052OM02_1S2RNA 17","205","1"
"4596","A_M1052OM02_1S2RNA 18","205","1"
"4597","A_M1052OM02_1S2RNA 19","205","1"
"4598","A_M1052OM02_1S2RNA 2","111","2"
"4599","A_M1052OM02_1S2RNA 20","206","2"
"4600","A_M1052OM02_1S2RNA 21","303","2"
"4601","A_M1052OM02_1S2RNA 22","304","2"
"4602","A_M1052OM02_1S2RNA 23","304","2"
"4603","A_M1052OM02_1S2RNA 24","304","2"
"4604","A_M1052OM02_1S2RNA 25","305","2"
"4605","A_M1052OM02_1S2RNA 26","306","2"
"4606","A_M1052OM02_1S2RNA 27","306","1"
"4607","A_M1052OM02_1S2RNA 28","307","1"
"4608","A_M1052OM02_1S2RNA 29","308","1"
"4609","A_M1052OM02_1S2RNA 3","111","1"
"4610","A_M1052OM02_1S2RNA 30","309","2"
"4611","A_M1052OM02_1S2RNA 31","311","1"
"4612","A_M1052OM02_1S2RNA 32","311","1"
"4613","A_M1052OM02_1S2RNA 33","311","1"
"4614","A_M1052OM02_1S2RNA 34","311","1"
"4615","A_M1052OM02_1S2RNA 35","311","1"
"4616","A_M1052OM02_1S2RNA 36","311","2"
"4617","A_M1052OM02_1S2RNA 37","311","2"
"4618","A_M1052OM02_1S2RNA 38","311","2"
"4619","A_M1052OM02_1S2RNA 39","311","2"
"4620","A_M1052OM02_1S2RNA 4","103","2"
"4621","A_M1052OM02_1S2RNA 40","311","2"
"4622","A_M1052OM02_1S2RNA 5","102","2"
"4623","A_M1052OM02_1S2RNA 6","105","2"
"4624","A_M1052OM02_1S2RNA 7","105","2"
"4625","A_M1052OM02_1S2RNA 8","104","2"
"4626","A_M1052OM02_1S2RNA 9","106","1"
"4627","A_M1052OM02_2S3RNA 1","101","1"
"4628","A_M1052OM02_2S3RNA 10","106","1"
"4629","A_M1052OM02_2S3RNA 11","201","1"
"4630","A_M1052OM02_2S3RNA 12","203","1"
"4631","A_M1052OM02_2S3RNA 13","203","1"
"4632","A_M1052OM02_2S3RNA 14","203","1"
"4633","A_M1052OM02_2S3RNA 15","203","1"
"4634","A_M1052OM02_2S3RNA 16","204","1"
"4635","A_M1052OM02_2S3RNA 17","205","1"
"4636","A_M1052OM02_2S3RNA 18","205","1"
"4637","A_M1052OM02_2S3RNA 19","205","1"
"4638","A_M1052OM02_2S3RNA 2","111","2"
"4639","A_M1052OM02_2S3RNA 20","206","2"
"4640","A_M1052OM02_2S3RNA 21","302","2"
"4641","A_M1052OM02_2S3RNA 22","304","2"
"4642","A_M1052OM02_2S3RNA 23","304","2"
"4643","A_M1052OM02_2S3RNA 24","304","2"
"4644","A_M1052OM02_2S3RNA 25","304","2"
"4645","A_M1052OM02_2S3RNA 26","306","2"
"4646","A_M1052OM02_2S3RNA 27","306","1"
"4647","A_M1052OM02_2S3RNA 28","307","1"
"4648","A_M1052OM02_2S3RNA 29","307","1"
"4649","A_M1052OM02_2S3RNA 3","111","2"
"4650","A_M1052OM02_2S3RNA 30","311","2"
"4651","A_M1052OM02_2S3RNA 31","311","1"
"4652","A_M1052OM02_2S3RNA 32","311","2"
"4653","A_M1052OM02_2S3RNA 33","311","2"
"4654","A_M1052OM02_2S3RNA 34","311","1"
"4655","A_M1052OM02_2S3RNA 35","311","2"
"4656","A_M1052OM02_2S3RNA 36","311","2"
"4657","A_M1052OM02_2S3RNA 37","311","2"
"4658","A_M1052OM02_2S3RNA 38","311","2"
"4659","A_M1052OM02_2S3RNA 39","311","2"
"4660","A_M1052OM02_2S3RNA 4","102","2"
"4661","A_M1052OM02_2S3RNA 5","102","2"
"4662","A_M1052OM02_2S3RNA 6","102","2"
"4663","A_M1052OM02_2S3RNA 7","103","2"
"4664","A_M1052OM02_2S3RNA 8","103","2"
"4665","A_M1052OM02_2S3RNA 9","106","1"
"4666","A_M1052OM02_3S1RNA 1","102","1"
"4667","A_M1052OM02_3S1RNA 10","202","1"
"4668","A_M1052OM02_3S1RNA 11","203","1"
"4669","A_M1052OM02_3S1RNA 12","203","1"
"4670","A_M1052OM02_3S1RNA 13","203","1"
"4671","A_M1052OM02_3S1RNA 14","203","1"
"4672","A_M1052OM02_3S1RNA 15","204","1"
"4673","A_M1052OM02_3S1RNA 16","205","1"
"4674","A_M1052OM02_3S1RNA 17","205","1"
"4675","A_M1052OM02_3S1RNA 18","205","1"
"4676","A_M1052OM02_3S1RNA 19","206","2"
"4677","A_M1052OM02_3S1RNA 2","102","2"
"4678","A_M1052OM02_3S1RNA 20","301","2"
"4679","A_M1052OM02_3S1RNA 21","304","2"
"4680","A_M1052OM02_3S1RNA 22","304","1"
"4681","A_M1052OM02_3S1RNA 23","304","2"
"4682","A_M1052OM02_3S1RNA 24","304","2"
"4683","A_M1052OM02_3S1RNA 25","306","2"
"4684","A_M1052OM02_3S1RNA 26","306","1"
"4685","A_M1052OM02_3S1RNA 27","307","1"
"4686","A_M1052OM02_3S1RNA 28","308","1"
"4687","A_M1052OM02_3S1RNA 29","308.01","1"
"4688","A_M1052OM02_3S1RNA 3","103","2"
"4689","A_M1052OM02_3S1RNA 30","311","2"
